iter	Passed	Remaining
464	374	6217
465	374	6214
466	375	6211
467	376	6210
468	377	6208
469	377	6204
470	378	6201
471	379	6199
472	379	6194
473	380	6190
474	381	6190
475	381	6189
476	382	6184
477	383	6182
478	383	6180
479	384	6181
480	385	6180
481	386	6177
482	386	6175
483	387	6173
484	388	6169
485	388	6165
486	389	6161
487	390	6159
488	390	6157
489	391	6157
490	392	6154
491	393	6152
492	393	6148
493	394	6148
494	395	6147
495	396	6144
496	396	6142
497	397	6137
498	398	6137
499	398	6137
500	399	6135
501	400	6134
502	400	6129
503	401	6128
504	402	6126
505	403	6134
506	404	6137
507	406	6143
508	407	6144
509	407	6143
510	408	6142
511	409	6141
512	410	6138
513	410	6136
514	412	6149
515	413	6150
516	414	6153
517	415	6156
518	416	6156
519	417	6154
520	417	6151
521	418	6147
522	419	6144
523	419	6141
524	420	6138
525	420	6133
526	421	6135
527	422	6133
528	423	6131
529	424	6132
530	425	6132
531	425	6130
532	426	6128
533	427	6124
534	427	6120
535	428	6117
536	428	6113
537	429	6112
538	430	6108
539	430	6106
540	431	6103
541	432	6100
542	432	6099
543	433	6095
544	434	6092
545	434	6088
546	435	6086
547	436	6087
548	437	6084
549	437	6081
550	438	6078
551	439	6076
552	439	6075
553	440	6072
554	441	6068
555	441	6065
556	442	6061
557	442	6057
558	443	6057
559	444	6055
560	444	6052
561	445	6050
562	446	6046
563	446	6043
564	447	6037
565	447	6033
566	448	6028
567	448	6025
568	449	6024
569	450	6022
570	451	6021
571	451	6018
572	452	6016
573	453	6015
574	453	6012
575	454	6010
576	455	6006
577	455	6003
578	456	6001
579	457	5998
580	457	5994
581	458	5991
582	458	5990
583	459	5986
584	460	5985
585	460	5982
586	461	5979
587	462	5977
588	462	5974
589	463	5975
590	464	5971
591	464	5967
592	465	5967
593	466	5964
594	466	5961
595	467	5958
596	468	5955
597	468	5953
598	469	5951
599	470	5948
600	470	5946
601	471	5944
602	472	5941
603	472	5938
604	473	5934
605	473	5932
606	474	5929
607	475	5929
608	475	5926
609	476	5924
610	477	5924
611	478	5921
612	478	5919
613	479	5918
614	480	5914
615	480	5912
616	481	5915
617	482	5912
618	483	5909
619	484	5911
620	484	5908
621	485	5907
622	485	5904
623	486	5902
624	487	5900
625	487	5897
626	488	5894
627	489	5893
628	490	5894
629	491	5894
630	491	5892
631	492	5888
632	492	5887
633	493	5884
634	494	5881
635	494	5879
636	495	5877
637	496	5875
638	496	5872
639	497	5870
640	498	5868
641	498	5865
642	499	5864
643	500	5863
644	501	5863
645	501	5861
646	502	5859
647	503	5858
648	503	5856
649	504	5852
650	504	5849
651	505	5846
652	506	5844
653	506	5841
654	507	5837
655	508	5838
656	508	5835
657	509	5834
658	510	5832
659	510	5831
660	511	5827
661	512	5830
662	513	5829
663	513	5827
664	514	5824
665	515	5823
666	515	5821
667	516	5818
668	517	5816
669	517	5814
670	518	5811
671	519	5809
672	519	5806
673	520	5804
674	520	5801
675	521	5798
676	522	5797
677	522	5795
678	523	5792
679	524	5790
680	524	5786
681	525	5785
682	525	5782
683	526	5779
684	527	5777
685	527	5774
686	528	5771
687	528	5769
688	529	5767
689	530	5765
690	530	5761
691	531	5759
692	532	5757
693	532	5754
694	533	5753
695	533	5750
696	534	5748
697	535	5745
698	535	5743
699	536	5742
700	537	5739
701	537	5734
702	538	5735
703	539	5733
704	539	5733
705	540	5731
706	541	5728
707	541	5727
708	542	5725
709	543	5725
710	544	5724
711	544	5722
712	545	5720
713	546	5720
714	546	5717
715	547	5715
716	548	5713
717	548	5713
718	549	5714
719	550	5713
720	551	5712
721	551	5710
722	552	5710
723	553	5709
724	554	5707
725	554	5705
726	555	5703
727	556	5701
728	556	5700
729	557	5698
730	558	5696
731	558	5694
732	559	5692
733	560	5690
734	560	5689
735	561	5686
736	561	5684
737	562	5681
738	563	5680
739	564	5682
740	564	5680
741	565	5681
742	566	5680
743	567	5681
744	568	5681
745	569	5682
746	570	5681
747	571	5683
748	572	5684
749	572	5684
750	573	5683
751	574	5682
752	575	5681
753	575	5680
754	576	5679
755	577	5679
756	578	5680
757	579	5680
758	580	5681
759	581	5682
760	582	5683
761	583	5685
762	584	5687
763	585	5688
764	586	5691
765	587	5692
766	588	5701
767	589	5701
768	590	5701
769	591	5702
770	592	5704
771	593	5705
772	595	5711
