iter	MultiClass
0	0.9945056464
1	0.8981272145
2	0.8253630223
3	0.7725341966
4	0.7060162532
5	0.6624987965
6	0.6190700355
7	0.5770267753
8	0.5376209035
9	0.5023298062
10	0.4748672462
11	0.4478489723
12	0.4196307314
13	0.3999423856
14	0.3781545383
15	0.3615557939
16	0.3386754379
17	0.3248080671
18	0.3077674112
19	0.2925890386
20	0.2794910674
21	0.2694436338
22	0.255434548
23	0.2463764649
24	0.2377441365
25	0.2280786302
26	0.2199141806
27	0.2125489672
28	0.2061163665
29	0.1989033905
30	0.1929048354
31	0.1881342533
32	0.1831204701
33	0.1776521657
34	0.1721489155
35	0.1683518301
36	0.1625895363
37	0.1578691301
38	0.1532406229
39	0.1484527474
40	0.1446963255
41	0.1414553178
42	0.1385720072
43	0.1344896679
44	0.131031755
45	0.1284359123
46	0.1251150533
47	0.1222706172
48	0.1192195249
49	0.1166641661
50	0.1131094876
51	0.1108840953
52	0.1086158521
53	0.1061961627
54	0.1039922726
55	0.1019787053
56	0.09958761747
57	0.09780283833
58	0.09570745553
59	0.09335304131
60	0.09159895377
61	0.08997804762
62	0.08825342428
63	0.08633468697
64	0.0844821878
65	0.08291918473
66	0.08160339066
67	0.08030668958
68	0.0791217786
69	0.07771857804
70	0.07653741052
71	0.07521458461
72	0.07394039486
73	0.07250528202
74	0.07108939974
75	0.07013684769
76	0.06919986435
77	0.06817602919
78	0.06717620082
79	0.06622225722
80	0.06489715532
81	0.06383929397
82	0.06295244922
83	0.06196111904
84	0.06107589294
85	0.06021389501
86	0.05933817323
87	0.05837813669
88	0.05757055855
89	0.05692755189
90	0.05625158129
91	0.05546916654
92	0.0546842865
93	0.05404905442
94	0.05340699227
95	0.05277338612
96	0.05206628318
97	0.05132858081
98	0.0507271003
99	0.05003619782
100	0.04945425593
101	0.04886264778
102	0.04836847785
103	0.04781908755
104	0.04727407942
105	0.04680810839
106	0.04634587825
107	0.04583463185
108	0.0453992782
109	0.0448807739
110	0.04440902782
111	0.04389815425
112	0.04339389833
113	0.04299518735
114	0.04257422023
115	0.04212331533
116	0.04165246943
117	0.04113204996
118	0.04067129847
119	0.0403490495
120	0.03990101455
121	0.03953379309
122	0.03907388704
123	0.0387445855
124	0.03833211406
125	0.03801446182
126	0.03767585097
127	0.03717777375
128	0.03684586376
129	0.03643515892
130	0.03611861261
131	0.03580659866
132	0.03546718872
133	0.03516399393
134	0.03487772209
135	0.03455728497
136	0.03428206249
137	0.03403481037
138	0.03377403577
139	0.03336592715
140	0.03311962061
141	0.03280352368
142	0.03254040944
143	0.03224333942
144	0.03187334609
145	0.03157480825
146	0.03136815262
147	0.03108781778
148	0.03084923306
149	0.03060968068
150	0.03037977877
151	0.03017759736
152	0.02995478253
153	0.02975154522
154	0.02952845372
155	0.0293081315
156	0.02906411331
157	0.02883777798
158	0.02856760393
159	0.02838052192
160	0.02823118512
161	0.02801802189
162	0.02783598906
163	0.02765385356
164	0.02745761269
165	0.02728681743
166	0.02707361124
167	0.02689756239
168	0.02669949073
169	0.02656371241
170	0.02634610608
171	0.02617444585
172	0.02597965987
173	0.02578747373
174	0.02559950093
175	0.02542484865
176	0.02526983917
177	0.02506359016
178	0.02491825246
179	0.02475733247
180	0.024607622
181	0.02446688353
182	0.02433331974
183	0.0241797283
184	0.02403570788
185	0.02391469006
186	0.02377960095
187	0.02364009512
188	0.0234769526
189	0.02333716407
190	0.02320299642
191	0.02304225525
192	0.02289398817
193	0.0227680895
194	0.0226285058
195	0.02249265468
196	0.02236370687
197	0.02223948385
198	0.02211366694
199	0.02198426226
200	0.02186240006
201	0.02173537481
202	0.02163325509
203	0.02155416794
204	0.02143390464
205	0.02130436911
206	0.02119610963
207	0.02104814045
208	0.02085915693
209	0.02075146474
210	0.02065591616
211	0.02054056859
212	0.02042453209
213	0.02029532465
214	0.02019391594
215	0.02002386875
216	0.01990207775
217	0.01979559414
218	0.01970071402
219	0.01959897913
220	0.01951149282
221	0.01941973856
222	0.01932072015
223	0.01922629637
224	0.01913438765
225	0.01903784986
226	0.01894531484
227	0.01886937282
228	0.01876509402
229	0.01867946963
230	0.01861280545
231	0.01853343725
232	0.01844493402
233	0.01836068414
234	0.01827511114
235	0.01819260402
236	0.0181087038
237	0.0180246646
238	0.01794823146
239	0.01785383872
240	0.01775943834
241	0.0176880075
242	0.01760623407
243	0.01752996171
244	0.01745202115
245	0.01737274527
246	0.01729090938
247	0.01721632233
248	0.01713068843
249	0.01704036089
250	0.01695279851
251	0.01688611604
252	0.016810287
253	0.01673649156
254	0.01666894649
255	0.01660006981
256	0.01651678916
257	0.01643953833
258	0.01636914577
259	0.01628794979
260	0.01622075276
261	0.01616634862
262	0.01609079752
263	0.01603112554
264	0.01596937895
265	0.01589679786
266	0.01581517699
267	0.01575295627
268	0.01569321033
269	0.0156334987
270	0.01557833541
271	0.0155039937
272	0.01542764197
273	0.01535839891
274	0.01529371216
275	0.01521188099
276	0.01513622631
277	0.01508427278
278	0.0150328567
279	0.01496450504
280	0.01491171057
281	0.01485464278
282	0.01479163593
283	0.01470056306
284	0.01462332565
285	0.01457195963
286	0.01450586609
287	0.01444882344
288	0.01439777072
289	0.01434600059
290	0.01427555876
291	0.01421425304
292	0.01416170336
293	0.01411326181
294	0.01406012103
295	0.01400690945
296	0.0139681633
297	0.01391753393
298	0.01386552042
299	0.01381617216
300	0.0137734076
301	0.01372934516
302	0.01368060906
303	0.01362729736
304	0.01358286144
305	0.01353433818
306	0.013483823
307	0.01342375731
308	0.01336836311
309	0.01332220782
310	0.01328287111
311	0.01323484955
312	0.01319136436
313	0.01312985382
314	0.01307729231
315	0.01303614011
316	0.01299399515
317	0.01294772658
318	0.01290918999
319	0.01286382577
320	0.01281343502
321	0.01276497237
322	0.01272066496
323	0.01267589188
324	0.01262988547
325	0.01258487998
326	0.0125456723
327	0.01248353466
328	0.01244980047
329	0.01240835189
330	0.01236582006
331	0.01233391063
332	0.01229814536
333	0.01225611346
334	0.0122174192
335	0.01217959495
336	0.01214031307
337	0.01210069248
338	0.01206419011
339	0.01202642094
340	0.01199153946
341	0.01195365143
342	0.01192195207
343	0.01187732874
344	0.01183680681
345	0.01179710969
346	0.01175905507
347	0.01172103929
348	0.01168116233
349	0.01163558358
350	0.01159878021
351	0.01155267784
352	0.01151279685
353	0.01148092605
354	0.01144588679
355	0.01141097999
356	0.01137516669
357	0.01134191782
358	0.01131020282
359	0.0112750123
360	0.01122807094
361	0.01119128205
362	0.01116090125
363	0.01112080087
364	0.01107645332
